"plotID","pointID","country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotSize","plotDim","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","coordSrc","date","gpsLogs","plotPdop","plotHdop","appMods","plotEdge"
"HEAL_042","41","unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","distributed","mosquitoPoint",,0,"0m",63.874263,-149.246411,"WGS84","6N",389646.979,7084945.671,10.13,687.98,0.15,687.98,687.98,1.64,354.51,"dwarfScrub",,"Geo 7X (H-Star)","20140819",151,1.9,0.9,"mos|mpt",0
"HEAL_043","41","unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","distributed","mosquitoPoint",,0,"0m",63.879294,-149.23395,"WGS84","6N",390278.561,7085484.532,10.1,668,0.12,668,668,2.92,274.16,"shrubScrub",,"Geo 7X (H-Star)","20140819",180,2.1,1,"mos|mpt",0
"HEAL_005","B2","unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","distributed","birdGrid","ninePoints",250000,"500m x 500m",63.897302,-149.225102,"WGS84","6N",390782.988,7087475.13,0.1,615.92,0.1,607.89,640.64,4.13,61.45,"shrubScrub",,"Geo 7X (H-Star)","20140825",178,1.9,0.9,"brd",500
"HEAL_010","B2","unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","distributed","birdGrid","ninePoints",250000,"500m x 500m",63.877843,-149.261137,"WGS84","6N",388937.972,7085369.946,0.1,667.82,0.1,653.79,674.56,3.55,245.95,"shrubScrub",,"Geo 7X (H-Star)","20140824",171,1.8,0.8,"brd",500
"HEAL_004","B2","unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","distributed","birdGrid","ninePoints",250000,"500m x 500m",63.86338,-149.273788,"WGS84","6N",388259.326,7083781.239,0.1,681.94,0.1,674.37,699.59,1.86,334.02,"shrubScrub",,"Geo 7X (H-Star)","20140823",141,2.2,0.9,"brd",500
"HEAL_030","B2","unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","distributed","birdGrid","ninePoints",250000,"500m x 500m",63.869494,-149.22056,"WGS84","6N",390898.019,7084370.089,0.1,692.18,0.1,685.07,704.7,2.55,304.94,"shrubScrub",,"Geo 7X (H-Star)","20140822",148,2.2,0.9,"brd",500
"HEAL_001","B2","unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","distributed","birdGrid","ninePoints",250000,"500m x 500m",63.888571,-149.204919,"WGS84","6N",391739.724,7086468.279,0.1,602.78,0.1,588.42,626.11,3.8,76.08,"dwarfScrub",,"Geo 7X (H-Star)","20140821",180,1.9,0.9,"brd",500
"HEAL_014","B2","unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","distributed","birdGrid","ninePoints",250000,"500m x 500m",63.886207,-149.274572,"WGS84","6N",388311.507,7086325.033,0.1,667.18,0.1,653.78,685.1,3.14,163.2,"shrubScrub",,"Geo 7X (H-Star)","20140821",161,2.3,1.1,"brd",500
"HEAL_002","B2","unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","distributed","birdGrid","ninePoints",250000,"500m x 500m",63.870806,-149.240095,"WGS84","6N",389943.625,7084549.797,0.1,697.74,0.1,678.3,705.42,3.05,342.93,"dwarfScrub",,"Geo 7X (H-Star)","20140820",121,2.2,1.1,"brd",500
"HEAL_016","B2","unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","distributed","birdGrid","ninePoints",250000,"500m x 500m",63.87708,-149.202709,"WGS84","6N",391804.023,7085184.556,0.1,654.07,0.1,628.06,675.47,4.71,35.12,"shrubScrub",,"Geo 7X (H-Star)","20140819",124,1.9,0.9,"brd",500
"HEAL_011","B2","unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","distributed","birdGrid","ninePoints",250000,"500m x 500m",63.88687,-149.301198,"WGS84","6N",387007.154,7086445.68,0.1,645.92,0.1,640.3,658.76,2.02,340.25,"shrubScrub",,"Geo 7X","20190522",193,1.5,0.8,"brd",500
"JERC_035","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.183308,-84.454719,"WGS84","16N",742559.15,3452708.14,0.1,36.91,0.13,35.34,38.45,3.32,139,"deciduousForest","Ultisols","GeoXH 6000","20131212",159,3.3,1.3,"div",40
"JERC_036","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.184997,-84.470422,"WGS84","16N",741057.97,3452861.061,0.13,33.3,0.23,32.83,35.71,0,0,"deciduousForest","Entisols","GeoXH 6000","20131212",126,2.6,1.4,"div",40
"JERC_012","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.190203,-84.447296,"WGS84","16N",743249.14,3453488.91,0.1,42.11,0.1,41.08,42.32,0,0,"cultivatedCrops","Ultisols","GeoXH 6000","20131213",122,1.5,0.8,"cdw|cfc|dhp|div|hbp|vst",40
"JERC_014","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.200072,-84.454913,"WGS84","16N",742497.868,3454566.479,0.1,47.46,0.1,46.91,47.96,0,0,"cultivatedCrops","Ultisols","GeoXH 6000","20131211",126,2.2,1.2,"cdw|cfc|dhp|div|hbp|vst",40
"JERC_018","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.192585,-84.45826,"WGS84","16N",742197.957,3453729,0.1,45.8,0.1,45.48,46.01,0,0,"cultivatedCrops","Ultisols","GeoXH 6000","20131215",121,2,0.9,"div",40
"JERC_020","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.183807,-84.46508,"WGS84","16N",741570.257,3452740.714,0.1,45.01,0.1,44.34,46.11,0,0,"cultivatedCrops","Ultisols","GeoXH 6000","20131215",150,2.3,1.1,"div",40
"JERC_004","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.189774,-84.465861,"WGS84","16N",741480.62,3453400.704,0.11,44.82,0.26,44.11,45.32,0,0,"cultivatedCrops","Ultisols","GeoXH 6000","20131215",120,2,1,"bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"JERC_029","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.186763,-84.46438,"WGS84","16N",741629.434,3453070.04,0.18,44.56,0.28,44.15,45.92,0,0,"deciduousForest","Ultisols","GeoXH 6000","20131212",143,1.4,0.8,"cdw|cfc|dhp|div|hbp|vst",40
"JERC_021","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.175756,-84.469063,"WGS84","16N",741210.967,3451839.408,0.18,37.3,0.35,36.79,40.18,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131213",121,1.6,0.9,"div",40
"JERC_033","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.192003,-84.456038,"WGS84","16N",742411.225,3453669.344,0.18,46.91,0.39,46.1,49.1,1.95,110,"mixedForest","Ultisols","GeoXH 6000","20131212",121,1.2,0.7,"div",40
"JERC_031","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.202453,-84.464587,"WGS84","16N",741569.77,3454809.335,0.26,45.02,0.35,42.24,45.02,0,0,"mixedForest","Ultisols","GeoXH 6000","20131212",121,1.3,0.8,"div",40
"JERC_022","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.210376,-84.468464,"WGS84","16N",741180.198,3455679.314,0.19,46.84,0.31,45.8,48.36,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131212",155,1.3,0.7,"div",40
"JERC_011","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.185207,-84.468204,"WGS84","16N",741268.88,3452889.156,0.17,37.22,0.25,36.8,38.97,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131213",126,1.2,0.7,"cdw|cfc|dhp|div|hbp|vst",40
"JERC_007","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.198632,-84.476315,"WGS84","16N",740461.734,3454360.079,0.15,35.68,0.19,35.68,38.74,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131212",225,1.3,0.6,"bet|cdw|cfc|dhp|div|hbp|vst",40
"JERC_030","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.185097,-84.476067,"WGS84","16N",740519.584,3452859.85,0.21,36.58,0.31,36.27,39.01,0,0,"mixedForest","Ultisols","GeoXH 6000","20131212",121,1.6,0.8,"bet|cdw|cfc|dhp|div|hbp|vst",40
"JERC_019","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.187434,-84.470663,"WGS84","16N",741028.784,3453130.699,0.13,36.72,0.16,34.42,38.84,0,0,"deciduousForest","Ultisols","GeoXH 6000","20131212",709,1.5,0.9,"cdw|cfc|dhp|div|hbp|vst",40
"JERC_013","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.178468,-84.469946,"WGS84","16N",741119.933,3452138.166,0.16,36.72,0.22,35.99,39.26,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131213",132,1.3,0.8,"cdw|cfc|dhp|div|hbp|vst",40
"JERC_008","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.195154,-84.450932,"WGS84","16N",742889.908,3454029.888,0.26,47.13,0.43,45.33,47.8,0,0,"mixedForest","Ultisols","GeoXH 6000","20131212",128,2.8,1,"bet|cdw|cfc|dhp|div|hbp|vst",40
"JERC_017","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.195473,-84.453453,"WGS84","16N",742648.821,3454059.792,0.24,45.59,0.34,44.1,46.79,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131212",131,1.6,0.9,"div",40
"JERC_010","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.208217,-84.469499,"WGS84","16N",741087.026,3455437.686,0.28,44.27,0.43,41.96,50.11,0,0,"deciduousForest","Ultisols","GeoXH 6000","20140114",455,2.6,1.2,"bet|cdw|cfc|dhp|div|hbp|vst",40
"JERC_009","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.194989,-84.456903,"WGS84","16N",742321.158,3453998.479,0.2,48.65,0.37,48.43,49.85,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131212",182,6.7,2.7,"bet|cdw|cfc|dhp|div|hbp|vst",40
"JERC_016","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.180684,-84.472088,"WGS84","16N",740910.128,3452379.225,0.25,33.45,0.46,33.45,37.74,0,0,"deciduousForest","Entisols","GeoXH 6000","20131212",356,1.5,0.8,"cdw|cfc|dhp|div|hbp|vst",40
"JERC_006","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.187671,-84.45585,"WGS84","16N",742440.187,3453189.448,0.16,42.18,0.27,40.47,42.88,0,0,"mixedForest","Ultisols","GeoXH 6000","20131212",121,1.4,0.8,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"JERC_001","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.194314,-84.477077,"WGS84","16N",740400.003,3453879.57,0.21,38.62,0.26,38.08,40.11,0,0,"deciduousForest","Ultisols","GeoXH 6000","20131213",125,1.2,0.7,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"JERC_005","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.195968,-84.451228,"WGS84","16N",742859.608,3454119.551,0.29,46.75,0.6,45.39,47.88,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131212",141,1.6,0.8,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"JERC_034","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.197575,-84.491484,"WGS84","16N",739018.58,3454209.898,0.19,44.28,0.31,43.59,45.87,0,0,"deciduousForest","Ultisols","GeoXH 6000","20131213",159,1.2,0.7,"div",40
"JERC_003","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.196146,-84.473242,"WGS84","16N",740760.955,3454091.103,0.28,35.56,0.38,31.02,36.59,5.09,280.5,"deciduousForest","Ultisols","GeoXH 6000","20131213",183,1.6,0.8,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"JERC_015","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.190611,-84.454221,"WGS84","16N",742588.044,3453518.981,0.27,47.45,0.37,47.3,49.57,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131217",300,3.5,2.3,"cdw|cfc|dhp|div|hbp|vst",40
"JERC_028","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.182704,-84.477998,"WGS84","16N",740341.603,3452590.33,0.32,35.38,0.55,27.29,38.73,0,0,"deciduousForest","Entisols","GeoXH 6000","20131215",301,2,1,"cdw|cfc|dhp|div|hbp|vst",40
"JERC_002","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","basePlot",,1600,"40m x 40m",31.194504,-84.460062,"WGS84","16N",742021.366,3453937.766,0.35,48.54,0.43,47.29,51.06,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131212",134,2.8,1.4,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"JERC_055","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.194074,-84.465133,"WGS84","16N",741539.125,3453879.049,0.12,41.31,0.24,41.31,43.18,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131211",126,4.1,1.8,"bbc|cdw|cfc|dhp|hbp|ltr|vst",40
"JERC_056","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.194637,-84.466362,"WGS84","16N",741420.488,3453938.799,0.1,44.12,0.11,43.33,44.96,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131210",120,2.1,1,"bbc|cdw|cfc|dhp|hbp|ltr|vst",40
"JERC_058","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.194552,-84.462282,"WGS84","16N",741809.584,3453938.31,0.25,47.66,0.35,46.51,50.3,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131211",126,2.7,1.9,"bbc|cdw|cfc|dhp|hbp|vst",40
"JERC_063","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.195656,-84.462881,"WGS84","16N",741749.743,3454059.362,0.12,46.52,0.19,46.43,48.94,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131211",121,1.4,0.8,"bbc|cdw|cfc|dhp|hbp|vst",40
"JERC_066","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.197553,-84.463761,"WGS84","16N",741660.981,3454267.826,0.3,42.38,0.38,41.73,43.89,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131210",122,1.4,0.8,"bbc|cdw|cfc|dhp|hbp|vst",40
"JERC_062","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.196804,-84.466929,"WGS84","16N",741360.947,3454177.775,0.22,38.33,0.3,36.34,38.5,2.75,143,"evergreenForest","Ultisols","GeoXH 6000","20131217",303,2.1,0.9,"bbc|cdw|cfc|dhp|hbp|vst",40
"JERC_061","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.195445,-84.465398,"WGS84","16N",741510.382,3454030.479,0.26,50.4,0.34,46.1,50.4,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131211",125,1.8,0.7,"bbc|cdw|cfc|dhp|hbp|vst",40
"JERC_052","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.195408,-84.464139,"WGS84","16N",741630.388,3454029.128,0.14,46.05,0.19,44.34,47.02,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131211",123,1.4,0.8,"bbc|cdw|cfc|dhp|hbp|ltr|vst",40
"JERC_051","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.199491,-84.46434,"WGS84","16N",741600.871,3454481.446,0.26,41.99,0.41,37.47,41.99,2,75,"evergreenForest","Ultisols","GeoXH 6000","20131210",130,1.3,0.8,"bbc|cdw|cfc|dhp|hbp|ltr|vst",40
"JERC_049","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.196488,-84.464108,"WGS84","16N",741630.621,3454148.982,0.22,45.51,0.31,44.05,46.94,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131211",132,1.2,0.7,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
"JERC_053","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.194044,-84.463553,"WGS84","16N",741689.748,3453879.11,0.2,45.01,0.23,44.08,45.54,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131211",124,1.7,0.9,"bbc|cdw|cfc|dhp|hbp|ltr|vst",40
"JERC_065","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.200288,-84.465275,"WGS84","16N",741509.78,3454567.735,0.26,39.53,0.43,39.1,42.04,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131210",162,1.4,0.8,"bbc|cdw|cfc|dhp|hbp|vst",40
"JERC_059","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.198066,-84.462488,"WGS84","16N",741781.024,3454327.446,0.27,42.55,0.37,41.91,44.93,0,0,"evergreenForest","Ultisols","GeoXH 6000","20140114",450,1.7,0.8,"bbc|cdw|cfc|dhp|hbp|vst",40
"JERC_057","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.200938,-84.469658,"WGS84","16N",741090.383,3454630.274,0.13,34.33,0.17,30.45,36.4,15.11,53,"mixedForest","Ultisols","GeoXH 6000","20131210",241,1.4,0.8,"bbc|cdw|cfc|dhp|hbp|vst",40
"JERC_047","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.198433,-84.467178,"WGS84","16N",741333.063,3454357.938,0.21,36.42,0.33,34.84,37.87,2.23,319.43,"evergreenForest","Ultisols","GeoXH 6000","20131211",122,1.8,0.8,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
"JERC_060","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.198675,-84.465307,"WGS84","16N",741510.766,3454388.778,0.23,37.87,0.34,35.59,39.67,3.43,30,"evergreenForest","Ultisols","GeoXH 6000","20131210",125,2,1,"bbc|cdw|cfc|dhp|hbp|vst",40
"JERC_064","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.200612,-84.466534,"WGS84","16N",741388.92,3454600.923,0.24,39.62,0.46,37.88,41.18,0,0,"evergreenForest","Ultisols","GeoXH 6000","20131217",306,1.4,0.8,"bbc|cdw|cfc|dhp|hbp|vst",40
"JERC_054","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.197932,-84.468805,"WGS84","16N",741179.242,3454298.757,0.27,36.08,0.42,32.23,39.51,4.12,175,"evergreenForest","Entisols","GeoXH 6000","20131217",301,2.8,1.5,"bbc|cdw|cfc|dhp|hbp|ltr|vst",40
"JERC_048","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.196458,-84.461913,"WGS84","16N",741839.939,3454150.401,0.1,47.63,0.1,46.98,49.32,0,0,"evergreenForest","Ultisols","GeoXH 6000","20190130",42,1.5,0.7,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
"JERC_050","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","basePlot",,1600,"40m x 40m",31.196845,-84.468201,"WGS84","16N",741239.648,3454179.561,0.27,36.04,0.34,33.21,36.94,0,0,"evergreenForest","Entisols","GeoXH 6000","20131211",281,1.4,0.8,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst",40
"JERC_067","C","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","phenology","primary",40000,"200m x 200m",31.195781,-84.46456,"WGS84","16N",741589.369,3454069.518,,47.34,,42.87,47.34,0.85,353.84,,"Ultisols","GIS",,,,,"phe",200
"JERC_080","C","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","tower","phenology","phenocam",40000,"200m x 200m",31.196079,-84.468565,"WGS84","16N",741206.825,3454093.893,,42.84,,42.84,47.48,5.63,9.21,,"Ultisols","GIS",,,,,"phe",200
"JERC_010","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","tickPlot",,1600,"40m x 40m",31.209229,-84.470521,"WGS84","16N",740987.034,3455547.655,0.41,40.81,0.74,38.63,40.81,3.93,229.1,"deciduousForest","Ultisols","GeoXH 6000","20131212",122,3.8,1.9,"tck",40
"JERC_002","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","tickPlot",,1600,"40m x 40m",31.194058,-84.461542,"WGS84","16N",741881.414,3453885.115,0.62,49.74,1.04,48.08,49.74,0.3,187.52,"evergreenForest","Ultisols","GeoXH 6000","20131212",121,6.9,2,"tck",40
"JERC_004","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","tickPlot",,1600,"40m x 40m",31.190116,-84.46738,"WGS84","16N",741334.977,3453435.269,0.14,43.4,0.25,43.38,44.57,1.46,262.43,"cultivatedCrops","Ultisols","GeoXH 6000","20131215",123,3.9,1.6,"tck",40
"JERC_081","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","tickPlot",,1600,"40m x 40m",31.198084,-84.481368,"WGS84","16N",739981.464,3454288.25,0.1,43.93,0.12,43.53,44.34,1.15,148.59,"mixedForest","Ultisols","GeoXH 6000","20190418",208,1.8,208,"tck",40
"JERC_001","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","tickPlot",,1600,"40m x 40m",31.195474,-84.476331,"WGS84","16N",740468.239,3454009.841,0.1,35.11,0.11,35.11,36.42,0.89,178.09,"deciduousForest","Ultisols","GeoXH 6000","20190820",340,4.6,2,"tck",40
"JERC_011","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","tickPlot",,1600,"40m x 40m",31.184787,-84.4667,"WGS84","16N",741413.354,3452845.82,0.23,39.7,0.22,39.26,41.34,3.62,246.04,"evergreenForest","Ultisols","GeoXH 6000","20160526",387,1.9,0.9,"tck",40
"JERC_006","E5","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","mammalGrid","diversity",8100,"90m x 90m",31.188338,-84.454487,"WGS84","16N",742568.473,3453266.298,0.1,42.45,0.14,40.86,45.9,2.42,165.12,"mixedForest","Ultisols","GeoXH 6000","20131213",123,1.8,0.8,"mam",90
"JERC_003","E5","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","mammalGrid","diversity",8100,"90m x 90m",31.195225,-84.472087,"WGS84","16N",740873.382,3453991.5,0.15,33.02,0.28,31.2,34,0.94,312.53,"deciduousForest","Ultisols","GeoXH 6000","20131216",301,3.1,1.5,"mam",90
"JERC_009","E5","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","mammalGrid","diversity",8100,"90m x 90m",31.194279,-84.455589,"WGS84","16N",742448.275,3453922.704,0.16,51.49,0.24,46.96,51.49,0.59,223.25,"evergreenForest","Ultisols","GeoXH 6000","20131212",128,4.4,1.5,"mam",90
"JERC_019","E5","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","mammalGrid","diversity",8100,"90m x 90m",31.187331,-84.472213,"WGS84","16N",740881.335,3453115.928,0.22,35.16,0.35,32,35.32,1,295.35,"deciduousForest","Ultisols","GeoXH 6000","20131212",121,2.5,1.1,"mam",90
"JERC_005","E5","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","mammalGrid","diversity",8100,"90m x 90m",31.197297,-84.451595,"WGS84","16N",742821.213,3454266.068,0.24,44.68,0.24,43.37,45.2,1.05,40.98,"evergreenForest","Ultisols","GeoXH 6000","20131212",121,3,1.3,"mam",90
"JERC_002","E5","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","mammalGrid","diversity",8100,"90m x 90m",31.195708,-84.459355,"WGS84","16N",742085.679,3454072.829,0.31,47.33,0.52,47.33,48.68,0.74,356.1,"evergreenForest","Ultisols","GeoXH 6000","20131212",126,2.4,1.2,"mam",90
"JERC_070","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","mosquitoPoint",,0,"0m",31.203214,-84.477492,"WGS84","16N",740337.951,3454865.521,10.1,44.13,0.13,44.13,44.13,1.66,188.48,"evergreenForest","Ultisols","GeoXH 6000","20140402",314,2.1,0.8,"mos|mpt",0
"JERC_073","41","unitedStates","GA","Baker","Southeast","D03","Jones Ecological Research Center","JERC","distributed","mosquitoPoint",,0,"0m",31.199348,-84.459306,"WGS84","16N",742081.057,3454476.568,10.1,44.5,0.13,44.5,44.5,2.14,172.42,"evergreenForest","Ultisols","GeoXH 6000","20140513",533,1.8,0.9,"mos|mpt",0
